"id","Keyword","Name","Full_Address","Street_Address","City","Zip","Municipality","State","Country","Timezone","Pricing","Sub_Title","Description","Summary","Phone_1","Phone_Standard_format","Phone_From_WEBSITE","Email_From_WEBSITE","Website","Domain","First_category","Second_category","Claimed_google_my_business","Reviews_count","Average_rating","Price","Business_Status","Hours","Saturday","Sunday","Monday","Tuesday","Wednesday","Thursday","Friday","Latitude","Longitude","Coordinates","Plus_Code","Place_ID","Menu_Link","GMB_URL","CID","Google_Knowledge_URL","Kgmid","Image_URL","Favicon","Review_URL","Facebook_URL","Linkedin_URL","Twitter_URL","Instagram_URL","Youtube_URL","Meta_Description","Meta_Keywords","Uuid","Accessibility","Amenities","Service_options","Payments","Offerings","Recycling","From_the_business","Crowd","Planning"
"636","trending clothing business shops in Delhi","Feminine Flair - Bespoke Tailoring for Women","Ground Floor  Z-21  Hauz Khas Rd  Block Z  Hauz Khas  New Delhi  Delhi 110016","Ground Floor","New Delhi","110016","Z-21  Hauz Khas Rd","Delhi","IN","Asia/Calcutta"," ","स्त्री फ्लेयर महिलाओं दर्जी"," "," ","09999592152","099995 92152",,,"http://www.feminineflair.co.in/","feminineflair.co.in","Custom tailor","Boutique","Yes","125","4.5"," ","open","Wednesday, 11 am-6:30 pm; Thursday, 11 am-6:30 pm; Friday, 11 am-6:30 pm; Saturday, 11 am-6:30 pm; Sunday, 11 am-6:30 pm; Monday, 11 am-6:30 pm; Tuesday, 11 am-6:30 pm; ","11 am-6:30 pm","11 am-6:30 pm","11 am-6:30 pm","11 am-6:30 pm","11 am-6:30 pm","11 am-6:30 pm","11 am-6:30 pm","Lat 28.554109999999998","Lng 77.208573","28.554109999999998,77.208573","7JWVH635+JCW","ChIJx6oaZvYdDTkRvF98X_fzR0w","http://www.feminineflair.co.in/contact-us/","https://www.google.com/maps/place/?q=place_id:ChIJx6oaZvYdDTkRvF98X_fzR0w","5496630114013437884","https://www.google.com/search?kgmid=/g/11b7j3ddcc","/g/11b7j3ddcc","https://lh5.googleusercontent.com/p/AF1QipP7bcguGH3EHUt1eSocBSf0RgKVwmxaA09V-Tl3","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.feminineflair.co.in/&size=48","https://search.google.com/local/reviews?placeid=ChIJx6oaZvYdDTkRvF98X_fzR0w&q=trending+clothing+business+shops+in+Delhi&authuser=0&hl=en&gl=IN"," "," "," ",,,"Premium Bespoke Tailoring for Women - Finest stitching & Guaranteed fit for customized blouses, anarkali suits, Lehengas, custom-made dress.",,"0ahUKEwi-5bWZ3tKOAxU-jGMGHavmJZUQ8BcIugMoEg","Wheelchair-accessible entrance","Wi-Fi","On-site services | Online appointments","Google Pay",,,"Identifies as women-owned",,
"637","trending clothing business shops in Delhi","ANDGLORY","5H/3 Ground Floor  House No  2  Dada Jungi House Ln  Line- 2  Shahpur Jat  Siri Fort  New Delhi  Delhi 110049","5H/3 Ground Floor","New Delhi","110049","House No","Delhi","IN","Asia/Calcutta"," ","अन्द्ग्लोरी"," "," ","07303190120","073031 90120"," "," ",,,"Clothing store"," ","Yes","69","4.9"," ","open","Wednesday, 11 am-8 pm; Thursday, 11 am-8 pm; Friday, 11 am-8 pm; Saturday, 11 am-8 pm; Sunday, 2-5 pm; Monday, 11 am-8 pm; Tuesday, 11 am-8 pm; ","11 am-8 pm","2-5 pm","11 am-8 pm","11 am-8 pm","11 am-8 pm","11 am-8 pm","11 am-8 pm","Lat 28.5495615","Lng 77.21254809999999","28.5495615,77.21254809999999","7JWVG6X7+R2F","ChIJEwSBNQXjDDkRnFx0RUFJxwQ"," ","https://www.google.com/maps/place/?q=place_id:ChIJEwSBNQXjDDkRnFx0RUFJxwQ","344324441204087964","https://www.google.com/search?kgmid=/g/11p500qxvh","/g/11p500qxvh","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgICW8uvLEg"," ","https://search.google.com/local/reviews?placeid=ChIJEwSBNQXjDDkRnFx0RUFJxwQ&q=trending+clothing+business+shops+in+Delhi&authuser=0&hl=en&gl=IN"," "," "," "," "," "," "," ","0ahUKEwi-5bWZ3tKOAxU-jGMGHavmJZUQ8BcI6AMoEw",,,"Delivery | In-store shopping","Credit cards | Debit cards | NFC mobile payments",,,,,"Quick visit"
"638","trending clothing business shops in Delhi","Guru Apparel & Clothing Store","Shop 3  Ground Floor  94 A  Humayunpur  Safdarjung Enclave  New Delhi  Delhi 110029","Shop 3","New Delhi","110029","Ground Floor","Delhi","IN","Asia/Calcutta"," ","गुरु एक्सपोर्ट सरप्लस स्टोर्स"," "," ","08527907949","085279 07949"," "," ",,,"Women's clothing store"," ","Yes","1","5"," ","open","Wednesday, 11:30 am-11 pm; Thursday, 11:30 am-11 pm; Friday, 11:30 am-11 pm; Saturday, 11:30 am-11 pm; Sunday, 11:30 am-11 pm; Monday, 11:30 am-11 pm; Tuesday, 11:30 am-11 pm; ","11:30 am-11 pm","11:30 am-11 pm","11:30 am-11 pm","11:30 am-11 pm","11:30 am-11 pm","11:30 am-11 pm","11:30 am-11 pm","Lat 28.561370999999998","Lng 77.19380699999999","28.561370999999998,77.19380699999999","7JWVH56V+GGV","ChIJrYHUL4gdDTkR9jgNZ2hJPw4"," ","https://www.google.com/maps/place/?q=place_id:ChIJrYHUL4gdDTkR9jgNZ2hJPw4","1026619952818108662","https://www.google.com/search?kgmid=/g/11rqsllf_l","/g/11rqsllf_l","https://lh5.googleusercontent.com/p/AF1QipM-fa6Q8nRLpH6Tt6pXLkFllkgBjtqpeVei3Ba_"," ","https://search.google.com/local/reviews?placeid=ChIJrYHUL4gdDTkR9jgNZ2hJPw4&q=trending+clothing+business+shops+in+Delhi&authuser=0&hl=en&gl=IN"," "," "," "," "," "," "," ","0ahUKEwi-5bWZ3tKOAxU-jGMGHavmJZUQ8BcIkQQoFA",,,"In-store shopping","Debit cards | Credit cards","Women's clothing",,,,"Quick visit"
"639","trending clothing business shops in Delhi","Bespoke Trendy","5C/1  Dada  Jungi House  Shahpur Jat  Siri Fort  New Delhi  Delhi 110049","5C/1  Dada","New Delhi","110049","Jungi House","Delhi","IN","Asia/Calcutta"," ","बिसपोक ट्रेंडी"," "," "," ",," "," ",,,"Clothing store"," ","Yes","4","5"," ","open","Wednesday, 11 am-8 pm; Thursday, 11 am-8 pm; Friday, 11 am-8 pm; Saturday, 11 am-8 pm; Sunday, 11 am-8 pm; Monday, 11 am-8 pm; Tuesday, 11 am-8 pm; ","11 am-8 pm","11 am-8 pm","11 am-8 pm","11 am-8 pm","11 am-8 pm","11 am-8 pm","11 am-8 pm","Lat 28.5488236","Lng 77.2125422","28.5488236,77.2125422","7JWVG6X7+G2F","ChIJ9W3c0aXjDDkREU5K0dPU3DU"," ","https://www.google.com/maps/place/?q=place_id:ChIJ9W3c0aXjDDkREU5K0dPU3DU","3881210985101020689","https://www.google.com/search?kgmid=/g/11sdv5zhmk","/g/11sdv5zhmk","https://lh5.googleusercontent.com/p/AF1QipMZ9-j9vToClg_MF_ev9wSEKayMCvmvugMbsyXY"," ","https://search.google.com/local/reviews?placeid=ChIJ9W3c0aXjDDkREU5K0dPU3DU&q=trending+clothing+business+shops+in+Delhi&authuser=0&hl=en&gl=IN"," "," "," "," "," "," "," ","0ahUKEwi-5bWZ3tKOAxU-jGMGHavmJZUQ8BcIuwQoFQ",,,"Delivery | In-store pick-up | In-store shopping","Cheques | Credit cards | Debit cards | Google Pay | NFC mobile payments",,,,,
"640","trending clothing business shops in Delhi","Option Jeans","Shop N.F-1st--94 Virat Road Madangir  New Delhi  Delhi 110062","Shop N.F-1st--94 Virat Road Madangir","New Delhi","110062","New Delhi  Delhi 110062","Delhi","IN","Asia/Calcutta"," ","विकल्प जीन्स"," "," ","09899457010","098994 57010"," "," ",,,"Clothing store","Men's clothing store","Yes","134","4.1"," ","open","Wednesday, 11 am-9 pm; Thursday, 11 am-9 pm; Friday, 11 am-9 pm; Saturday, 11 am-9 pm; Sunday, 11 am-9 pm; Monday, 11 am-9 pm; Tuesday, 11 am-9 pm; ","11 am-9 pm","11 am-9 pm","11 am-9 pm","11 am-9 pm","11 am-9 pm","11 am-9 pm","11 am-9 pm","Lat 28.523203","Lng 77.2316962","28.523203,77.2316962","7JWVG6FJ+7MP","ChIJO-IbHIXhDDkROXrGQ8hD8lk"," ","https://www.google.com/maps/place/?q=place_id:ChIJO-IbHIXhDDkROXrGQ8hD8lk","6481317341149166137","https://www.google.com/search?kgmid=/g/12hsqscc1","/g/12hsqscc1","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgICR7IaPpgE"," ","https://search.google.com/local/reviews?placeid=ChIJO-IbHIXhDDkROXrGQ8hD8lk&q=trending+clothing+business+shops+in+Delhi&authuser=0&hl=en&gl=IN"," "," "," "," "," "," "," ","0ahUKEwi-5bWZ3tKOAxU-jGMGHavmJZUQ8BcI4AQoFg","Wheelchair-accessible car park | Wheelchair-accessible entrance",,,"Credit cards | Debit cards | Google Pay | NFC mobile payments | Credit cards","Men's clothing",,,,"Quick visit"
"641","trending clothing business shops in Delhi","YOUR CHOICE-The Fashion Store","B-1st 685  Raja Ram Marg  Madangir  New Delhi  Delhi 110062","B-1st 685","New Delhi","110062","Raja Ram Marg","Delhi","IN","Asia/Calcutta"," ","आपके पसंद-द फैशन स्टोर"," "," ","09810803962","098108 03962",,,"https://www.instagram.com/yourchoice_tfs?igshid=ODA1NTc5OTg5Nw==","instagram.com","Clothing store"," ","Yes","17","4.5"," ","open","Wednesday, 11 am-10 pm; Thursday, 11 am-10 pm; Friday, 11 am-10 pm; Saturday, 11 am-10 pm; Sunday, 11 am-10 pm; Monday, 11 am-10 pm; Tuesday, 11 am-10 pm; ","11 am-10 pm","11 am-10 pm","11 am-10 pm","11 am-10 pm","11 am-10 pm","11 am-10 pm","11 am-10 pm","Lat 28.5229756","Lng 77.23363619999999","28.5229756,77.23363619999999","7JWVG6FM+5FR","ChIJgTEflYThDDkRKAfU9CviLc8"," ","https://www.google.com/maps/place/?q=place_id:ChIJgTEflYThDDkRKAfU9CviLc8","14928837018222069544","https://www.google.com/search?kgmid=/g/12hn3vv3k","/g/12hn3vv3k","https://lh5.googleusercontent.com/p/AF1QipOoTZBMj-rrdHDuW4l7_xTqjry_nP72Qv0MBbqd","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://www.instagram.com/yourchoice_tfs?igshid=ODA1NTc5OTg5Nw==&size=48","https://search.google.com/local/reviews?placeid=ChIJgTEflYThDDkRKAfU9CviLc8&q=trending+clothing+business+shops+in+Delhi&authuser=0&hl=en&gl=IN"," "," "," ",,,"72 followers, 1 following, 27 posts – YOUR CHOICE (@yourchoice_tfs) on Instagram: ""MEN'S ETHNIC,FORMAL &CASUAL WEARJEANSSHIRTST-SHIRTSKURTA PAJAMASBLAZERSCOAT PANTINDO WESTERNSHERWANI(READYMADE AND MADE TO ORDER)#9810803962""",,"0ahUKEwi-5bWZ3tKOAxU-jGMGHavmJZUQ8BcIhQUoFw",,,,"Debit cards | NFC mobile payments | Credit cards",,,,,"Quick visit"
"642","trending clothing business shops in Delhi","Sheetal Batra Flagship Store","S-208  Basement  Block S  Greater Kailash II  Greater Kailash  New Delhi  Delhi 110048","S-208  Basement","New Delhi","110048","New Delhi  Delhi 110048","Delhi","IN","Asia/Calcutta"," ","शीतल बत्रा डिजाइन स्टूडियो"," "," ","01149076855","011 4907 6855",,,"http://www.sheetalbatra.com/","sheetalbatra.com","Designer Clothing Store"," ","Yes","169","4.3"," ","open","Wednesday, 10 am-7:30 pm; Thursday, 10 am-7:30 pm; Friday, 10 am-7:30 pm; Saturday, 10 am-7:30 pm; Sunday, 10 am-7:30 pm; Monday, 10 am-7:30 pm; Tuesday, 10 am-7:30 pm; ","10 am-7:30 pm","10 am-7:30 pm","10 am-7:30 pm","10 am-7:30 pm","10 am-7:30 pm","10 am-7:30 pm","10 am-7:30 pm","Lat 28.533121299999998","Lng 77.24500689999999","28.533121299999998,77.24500689999999","7JWVG6MW+62R","ChIJO0OZNiviDDkRR333TalO5K4"," ","https://www.google.com/maps/place/?q=place_id:ChIJO0OZNiviDDkRR333TalO5K4","12602284146353995079","https://www.google.com/search?kgmid=/g/11c2j3kr_s","/g/11c2j3kr_s","https://lh5.googleusercontent.com/p/AF1QipPdQVJh7VL7aLV-foHqtPySZRXoyRuLs-AxJ8wX","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.sheetalbatra.com/&size=48","https://search.google.com/local/reviews?placeid=ChIJO0OZNiviDDkRR333TalO5K4&q=trending+clothing+business+shops+in+Delhi&authuser=0&hl=en&gl=IN","https://www.facebook.com/batrasheetal"," "," ","https://www.instagram.com/sheetalbatra/?hl=en",,"An exquisite collection of designer & luxurious Indian ethnic wear for women at Sheetal Batra. Heritage Indian outfits with the finest fabrics, designs & embroidery.",,"0ahUKEwi-5bWZ3tKOAxU-jGMGHavmJZUQ8BcIrwUoGA",,"Gender-neutral toilets | Wi-Fi","Kerbside pickup | Delivery | In-store pick-up | In-store shopping | On-site services","Credit cards | Debit cards | NFC mobile payments",,,"Identifies as women-owned","LGBTQ+ friendly","Quick visit"
"643","trending clothing business shops in Delhi","RITIK COUTURE FASHION","Purani chaupal  nearby UCO Bank  Shahpur Jat  Siri Fort  New Delhi  Delhi 110049","Purani chaupal","New Delhi","110049","nearby UCO Bank","Delhi","IN","Asia/Calcutta"," "," "," "," ","08449186167","084491 86167"," "," ",,,"Designer Clothing Store"," ","Yes","9","4.6"," ","open","Wednesday, 11 am-7:30 pm; Thursday, 11 am-7:30 pm; Friday, 11 am-7:30 pm; Saturday, 11 am-7:30 pm; Sunday, 11 am-6:30 pm; Monday, 11 am-7:30 pm; Tuesday, 11 am-7:30 pm; ","11 am-7:30 pm","11 am-6:30 pm","11 am-7:30 pm","11 am-7:30 pm","11 am-7:30 pm","11 am-7:30 pm","11 am-7:30 pm","Lat 28.5485623","Lng 77.21485899999999","28.5485623,77.21485899999999","7JWVG6X7+CWH","ChIJyzY9tOfjDDkRjWBnL6sb8j0"," ","https://www.google.com/maps/place/?q=place_id:ChIJyzY9tOfjDDkRjWBnL6sb8j0","4463660602726244493","https://www.google.com/search?kgmid=/g/11w8ql8_58","/g/11w8ql8_58","https://lh5.googleusercontent.com/p/AF1QipN-tbMLb76CLehSjxonpR2ToQ3okkWnaW63WqJY"," ","https://search.google.com/local/reviews?placeid=ChIJyzY9tOfjDDkRjWBnL6sb8j0&q=trending+clothing+business+shops+in+Delhi&authuser=0&hl=en&gl=IN"," "," "," "," "," "," "," ","0ahUKEwi-5bWZ3tKOAxU-jGMGHavmJZUQ8BcI2wUoGQ",,,"Kerbside pickup | Delivery | In-store pick-up | In-store shopping | On-site services",,,"Clothing",,,
"644","trending clothing business shops in Delhi","Royal Fashion Accessories","near Iskcon Temple  Main Market  Amrit Puri  Block A  Amritpuri   Garhi  East Of Kailash  New Delhi  Delhi 110065","near Iskcon Temple","New Delhi","110065","New Delhi  Delhi 110065","Delhi","IN","Asia/Calcutta"," ","रॉयल फैशन एक्सेसरीज"," "," ","09811834678","098118 34678"," "," ",,,"Clothing Accessories Store"," ","Yes","80","4.8"," ","open","Wednesday, Open 24 hours; Thursday, Open 24 hours; Friday, Open 24 hours; Saturday, Open 24 hours; Sunday, Open 24 hours; Monday, Open 24 hours; Tuesday, Open 24 hours; ","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Lat 28.5594529","Lng 77.2514135","28.5594529,77.2514135","7JWVH752+QHM","ChIJI5mnDrjjDDkRLLnZ6eZgwXI"," ","https://www.google.com/maps/place/?q=place_id:ChIJI5mnDrjjDDkRLLnZ6eZgwXI","8268996935711045932","https://www.google.com/search?kgmid=/g/11csq4zv41","/g/11csq4zv41","https://lh5.googleusercontent.com/p/tzbVQgpz8wuBs_GkVX7tBQ"," ","https://search.google.com/local/reviews?placeid=ChIJI5mnDrjjDDkRLLnZ6eZgwXI&q=trending+clothing+business+shops+in+Delhi&authuser=0&hl=en&gl=IN"," "," "," "," "," "," "," ","0ahUKEwi-5bWZ3tKOAxU-jGMGHavmJZUQ8BcIhAYoGg",,"Wi-Fi | Wi-Fi","Delivery","Cheques | Debit cards",,,,,"Quick visit"
"645","trending clothing business shops in Delhi","Style Gallery By Gaurav","A59  old double story  Nirmal Colony  Block A  Lajpat Nagar 4  market  New Delhi  Delhi 110024","A59","New Delhi","110024","New Delhi  Delhi 110024","Delhi","IN","Asia/Calcutta"," ","स्टाइल गैलरी की गौरव"," "," ","01126289863","011 2628 9863"," "," ",,,"Women's clothing store"," ","Yes","7","4.4"," ","open","Wednesday, 9 am-9 pm; Thursday, 9 am-9 pm; Friday, 9 am-9 pm; Saturday, 9 am-9 pm; Sunday, 9 am-9 pm; Monday, Closed; Tuesday, 9 am-9 pm; ","9 am-9 pm","9 am-9 pm","Closed","9 am-9 pm","9 am-9 pm","9 am-9 pm","9 am-9 pm","Lat 28.5644207","Lng 77.2430321","28.5644207,77.2430321","7JWVH67V+Q67","ChIJP1VVFUviDDkR-FafmMcrVSg"," ","https://www.google.com/maps/place/?q=place_id:ChIJP1VVFUviDDkR-FafmMcrVSg","2906277270796588792","https://www.google.com/search?kgmid=/g/12hnz4tgm","/g/12hnz4tgm","https://lh5.googleusercontent.com/p/AF1QipNm83QyCxqKAx4Ul6p4GqUmOCUpwU4zcOD-v5XF"," ","https://search.google.com/local/reviews?placeid=ChIJP1VVFUviDDkR-FafmMcrVSg&q=trending+clothing+business+shops+in+Delhi&authuser=0&hl=en&gl=IN"," "," "," "," "," "," "," ","0ahUKEwi2kuOi3tKOAxUVyDgGHa5RN6oQ8BcIDCgH",,,"Delivery | In-store pick-up","Credit cards | Debit cards | NFC mobile payments | Credit cards","Women's clothing",,,,"Quick visit"
"646","trending clothing business shops in Delhi","The Shop meharchand market","122 & 123  Lodhi Rd  Meharchand Market  Lodi Colony  New Delhi  Delhi 110003","122 & 123  Lodhi Rd","New Delhi","110003","New Delhi  Delhi 110003","Delhi","IN","Asia/Calcutta"," ","Meherchand market"," "," ","09990511633","099905 11633","+919717575099","info@theshopindia.com","http://www.theshopindia.com/","theshopindia.com","Clothing store"," ","Yes","79","4.3"," ","open","Wednesday, 10 am-8 pm; Thursday, 10 am-8 pm; Friday, 10 am-8 pm; Saturday, 10 am-8 pm; Sunday, 11 am-6 pm; Monday, 10 am-8 pm; Tuesday, 10 am-8 pm; ","10 am-8 pm","11 am-6 pm","10 am-8 pm","10 am-8 pm","10 am-8 pm","10 am-8 pm","10 am-8 pm","Lat 28.5827402","Lng 77.2270085","28.5827402,77.2270085","7JWVH6MG+3RR","ChIJT4ZBzO_iDDkRiM4MvMN7afM"," ","https://www.google.com/maps/place/?q=place_id:ChIJT4ZBzO_iDDkRiM4MvMN7afM","17539686304374902408","https://www.google.com/search?kgmid=/g/11b7fb5j8t","/g/11b7fb5j8t","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgICLzZz8-QE","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.theshopindia.com/&size=48","https://search.google.com/local/reviews?placeid=ChIJT4ZBzO_iDDkRiM4MvMN7afM&q=trending+clothing+business+shops+in+Delhi&authuser=0&hl=en&gl=IN","https://www.facebook.com/p/The-Shop-India-100071345126696/"," ","https://twitter.com/Theshopindia","https://www.instagram.com/theshop1969/","https://www.youtube.com/@Theshop_India",,,"0ahUKEwi2kuOi3tKOAxUVyDgGHa5RN6oQ8BcIMygI",,,,"Credit cards | Debit cards | NFC mobile payments | Credit cards",,,,,"Quick visit"
"647","trending clothing business shops in Delhi","H&M","Saket District Centre  District Centre  Sector 6  Pushp Vihar  New Delhi  Delhi 110017","Saket District Centre  District Centre  Sector 6  Pushp Vihar","New Delhi","110017","New Delhi  Delhi 110017","Delhi","IN","Asia/Calcutta","₹","एच&एम","Chain retailer supplying on-trend clothing, swimwear, accessories & shoes.","Retailer for hip apparel & accessories","18008898000","1800 889 8000",,,"https://www2.hm.com/en_in/customer-service/shopping-at-hm/local-store.IN0001.html?utm_source=google_location&utm_medium=organic&utm_content=IN0001&utm_campaign=pi_INQ1400X301212","hm.com","Clothing store","Children's clothing store","Yes","4027","4.2","Retailer for hip apparel & accessories","open","Wednesday, 10 am-11 pm; Thursday, 10 am-11 pm; Friday, 10 am-11 pm; Saturday, 10 am-11 pm; Sunday, 10 am-11 pm; Monday, 10 am-11 pm; Tuesday, 10 am-11 pm; ","10 am-11 pm","10 am-11 pm","10 am-11 pm","10 am-11 pm","10 am-11 pm","10 am-11 pm","10 am-11 pm","Lat 28.5280842","Lng 77.2182409","28.5280842,77.2182409","7JWVG6H9+67Q","ChIJ1VO55YrhDDkRTmyB149uExo"," ","https://www.google.com/maps/place/?q=place_id:ChIJ1VO55YrhDDkRTmyB149uExo","1878967033618590798","https://www.google.com/search?kgmid=/g/11b7lq7lbh","/g/11b7lq7lbh","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgIC207TO6wE","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://www2.hm.com/en_in/customer-service/shopping-at-hm/local-store.IN0001.html?utm_source=google_location&utm_medium=organic&utm_content=IN0001&utm_campaign=pi_INQ1400X301212&size=48","https://search.google.com/local/reviews?placeid=ChIJ1VO55YrhDDkRTmyB149uExo&q=trending+clothing+business+shops+in+Delhi&authuser=0&hl=en&gl=IN","https://www.facebook.com/hm"," "," ","https://www.instagram.com/hm","http://www.youtube.com/user/hennesandmauritz","H&M - District Centre, Saket, 110017 - India - Mon   - Sun 10:00     - 23:00",,"0ahUKEwi2kuOi3tKOAxUVyDgGHa5RN6oQ8BcIWygJ","Wheelchair-accessible car park | Wheelchair-accessible entrance","Restroom","Delivery | In-store pick-up | On-site services","Credit cards | Debit cards | NFC mobile payments","Men's clothing","Clothing",,,"Quick visit"
"648","trending clothing business shops in Delhi","Fashion export hut - best clothing store","Shop n. A  10  Devli Rd  Khanpur Extension  Khanpur  New Delhi  Delhi 110062","Shop n. A","New Delhi","110062","10  Devli Rd","Delhi","IN","Asia/Calcutta"," ","फैशन एक्सपोर्ट हट - बेस्ट क्लोथिंग स्टोर"," "," ","07303079273","073030 79273"," "," ",,,"Clothing store"," ","Yes","122","5"," ","open","Wednesday, 10:30 am-10:30 pm; Thursday, 10:30 am-10:30 pm; Friday, 10:30 am-10:30 pm; Saturday, 10:30 am-10:30 pm; Sunday, 10:30 am-10:30 pm; Monday, 10:30 am-10:30 pm; Tuesday, 10:30 am-10:30 pm; ","10:30 am-10:30 pm","10:30 am-10:30 pm","10:30 am-10:30 pm","10:30 am-10:30 pm","10:30 am-10:30 pm","10:30 am-10:30 pm","10:30 am-10:30 pm","Lat 28.5131715","Lng 77.2329669","28.5131715,77.2329669","7JWVG67M+758","ChIJecM7m2XhDDkR8xobDQYBDNQ"," ","https://www.google.com/maps/place/?q=place_id:ChIJecM7m2XhDDkR8xobDQYBDNQ","15279588761262562035","https://www.google.com/search?kgmid=/g/11nxt9q17v","/g/11nxt9q17v","https://lh5.googleusercontent.com/p/AF1QipMBYYHom8ncJDwufMCXvk9Q_R63yXAWLPsNI1w2"," ","https://search.google.com/local/reviews?placeid=ChIJecM7m2XhDDkR8xobDQYBDNQ&q=trending+clothing+business+shops+in+Delhi&authuser=0&hl=en&gl=IN"," "," "," "," "," "," "," ","0ahUKEwi2kuOi3tKOAxUVyDgGHa5RN6oQ8BcIggEoCg",,,,"Credit cards | Debit cards | Google Pay | NFC mobile payments | Credit cards",,,,,"Quick visit"
"649","trending clothing business shops in Delhi","Fashion Craft","Shop no 74  Municipal Market  opp. Pizza Hut  Janpath  Connaught Place  New Delhi  Delhi 110001","Shop no 74","New Delhi","110001","Municipal Market","Delhi","IN","Asia/Calcutta"," ","फैशन क्राफ्ट"," "," ","08447499885","084474 99885"," "," ",,,"Clothing wholesaler","Beach clothing store","Yes","503","5"," ","open","Wednesday, 11 am-8 pm; Thursday, 11 am-8 pm; Friday, 11 am-8 pm; Saturday, 11 am-8 pm; Sunday, 12-8 pm; Monday, 11 am-8 pm; Tuesday, 11 am-8 pm; ","11 am-8 pm","12-8 pm","11 am-8 pm","11 am-8 pm","11 am-8 pm","11 am-8 pm","11 am-8 pm","Lat 28.6275759","Lng 77.21928319999999","28.6275759,77.21928319999999","7JWVJ6H9+2PM","ChIJrbzVx7X9DDkRhtk5mRFDeJo"," ","https://www.google.com/maps/place/?q=place_id:ChIJrbzVx7X9DDkRhtk5mRFDeJo","11130720221910391174","https://www.google.com/search?kgmid=/g/11h34mg3kk","/g/11h34mg3kk","https://lh5.googleusercontent.com/p/AF1QipNF8qAAjxxWLteg2jNHZXQJJQua2sbhGNmG5edG"," ","https://search.google.com/local/reviews?placeid=ChIJrbzVx7X9DDkRhtk5mRFDeJo&q=trending+clothing+business+shops+in+Delhi&authuser=0&hl=en&gl=IN"," "," "," "," "," "," "," ","0ahUKEwi2kuOi3tKOAxUVyDgGHa5RN6oQ8BcIqwEoCw","Wheelchair-accessible entrance","Restroom","On-site services","Credit cards | Debit cards | Credit cards",,,,"LGBTQ+ friendly",
"650","trending clothing business shops in Delhi","Best Garment Shop","SHOP NO -240  23  opposite DELHI HAAT  INA Market  Aviation Colony  INA Colony  New Delhi  Delhi 110023","SHOP NO -240","New Delhi","110023","23","Delhi","IN","Asia/Calcutta"," ","बेस्ट गारमेंट शॉप"," "," ","09811048376","098110 48376"," "," ",,,"Women's clothing store"," ","Yes","6","5"," ","open","Wednesday, 10:30 am-8:45 pm; Thursday, 10:30 am-8:45 pm; Friday, 10:30 am-8:45 pm; Saturday, 10:30 am-8:45 pm; Sunday, 10:30 am-8:45 pm; Monday, 10:30 am-8:45 pm; Tuesday, 10:30 am-8:45 pm; ","10:30 am-8:45 pm","10:30 am-8:45 pm","10:30 am-8:45 pm","10:30 am-8:45 pm","10:30 am-8:45 pm","10:30 am-8:45 pm","10:30 am-8:45 pm","Lat 28.5749525","Lng 77.21008619999999","28.5749525,77.21008619999999","7JWVH6F6+X2P","ChIJNfrJU53jDDkRM-LgesJ-YxA"," ","https://www.google.com/maps/place/?q=place_id:ChIJNfrJU53jDDkRM-LgesJ-YxA","1180926901051515443","https://www.google.com/search?kgmid=/g/11vr965z4m","/g/11vr965z4m","https://lh5.googleusercontent.com/p/AF1QipMn9RbReU0HCtTdMnU4aTy5nTqnMjumV7YR_ebH"," ","https://search.google.com/local/reviews?placeid=ChIJNfrJU53jDDkRM-LgesJ-YxA&q=trending+clothing+business+shops+in+Delhi&authuser=0&hl=en&gl=IN"," "," "," "," "," "," "," ","0ahUKEwi2kuOi3tKOAxUVyDgGHa5RN6oQ8BcI1gEoDA",,,,"Credit cards | Debit cards | NFC mobile payments","Women's clothing",,,,"Quick visit"
