"id","Keyword","Name","Full_Address","Street_Address","City","Zip","Municipality","State","Country","Timezone","Sub_Title","Phone_1","Phone_Standard_format","Phone_From_WEBSITE","Email_From_WEBSITE","Website","Domain","First_category","Second_category","Claimed_google_my_business","Reviews_count","Average_rating","Business_Status","Hours","Saturday","Sunday","Monday","Tuesday","Wednesday","Thursday","Friday","Latitude","Longitude","Coordinates","Plus_Code","Place_ID","Menu_Link","GMB_URL","CID","Google_Knowledge_URL","Kgmid","Image_URL","Favicon","Review_URL","Facebook_URL","Linkedin_URL","Twitter_URL","Instagram_URL","Youtube_URL","Meta_Description","Meta_Keywords","Uuid","Accessibility","Offerings","Service_options","Planning","From_the_business","Amenities","Crowd"
"702","Schools in lucknow","Tiny Soul  Pre School  Indiranagar  Lucknow","20/174  Sector 20  B Block  Indira Nagar  Lucknow  Uttar Pradesh 226016","20/174","Lucknow","226016","Lucknow  Uttar Pradesh 226016","Uttar Pradesh","IN","Asia/Calcutta","टाइनी सौल, प्री स्कूल, इंदिरानगर, लखनऊ","07706800059","077068 00059",,"tinysoulpreschool@gmail.com","http://www.tinysoulpreschool.com/","tinysoulpreschool.com","School","Kindergarten School","Yes","58","4.8","open","Wednesday, 8 am-3 pm; Thursday, 8 am-3 pm; Friday, 8 am-3 pm; Saturday, 8 am-3 pm; Sunday, Closed; Monday, 8 am-3 pm; Tuesday, 8 am-3 pm; ","8 am-3 pm","Closed","8 am-3 pm","8 am-3 pm","8 am-3 pm","8 am-3 pm","8 am-3 pm","Lat 26.8843869","Lng 80.98341429999999","26.8843869,80.98341429999999","7MR2VXMM+Q93","ChIJtaJH1f1XmTkRLVFkb0nvPDk"," ","https://www.google.com/maps/place/?q=place_id:ChIJtaJH1f1XmTkRLVFkb0nvPDk","4124434457445028141","https://www.google.com/search?kgmid=/g/11b_2v36fh","/g/11b_2v36fh","https://lh5.googleusercontent.com/p/AF1QipNklQOePBejjDAqNhCrQM2N_vQsGAtzkm4lltij","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.tinysoulpreschool.com/&size=48","https://search.google.com/local/reviews?placeid=ChIJtaJH1f1XmTkRLVFkb0nvPDk&q=Schools+in+lucknow&authuser=0&hl=en&gl=IN","https://www.facebook.com/ThePrepSchoolindranagar/?eid=ARBtxEC4gpE8slrSG_u1NNAV9x_Bm4aSrH8KzTBkvvAQagjC-Faqiy5-7UNgkh7YyMonlyAU1mkTpTt4"," "," ","https://www.instagram.com/tinysoulpreschool/",,"The Prep School (Indira Nagar) is a Pre-Primary School where learning happens with lots of fun. Our school adheres to a holistic approach of early childhood education.","kids school, play school, preprimary school, the prep school","0ahUKEwjhgMmK5NKOAxXyfGwGHcOFHcEQ8BcIuQUoFw",,,"On-site services",,,,
"703","Schools in lucknow","Mothercare School  Lucknow","Sector C  Aliganj  Lucknow  Uttar Pradesh 226024","Sector C  Aliganj","Lucknow","226024","Lucknow  Uttar Pradesh 226024","Uttar Pradesh","IN","Asia/Calcutta","मदरकेयर स्कूल","09415102125","094151 02125",,,"http://mothercareschool.org/","mothercareschool.org","School","Boarding school","Yes","71","4.4","open","Wednesday, 8:30 am-1:30 pm; Thursday, 8:30 am-1:30 pm; Friday, 8:30 am-1:30 pm; Saturday, Closed; Sunday, Closed; Monday, 8:30 am-1:30 pm; Tuesday, 8:30 am-1:30 pm; ","Closed","Closed","8:30 am-1:30 pm","8:30 am-1:30 pm","8:30 am-1:30 pm","8:30 am-1:30 pm","8:30 am-1:30 pm","Lat 26.884112","Lng 80.936284","26.884112,80.936284","7MR2VWMP+JGV","ChIJ5XvXlilWmTkRRnyK3Qgnviw"," ","https://www.google.com/maps/place/?q=place_id:ChIJ5XvXlilWmTkRRnyK3Qgnviw","3224057302273915974","https://www.google.com/search?kgmid=/g/1xgz9612","/g/1xgz9612","https://lh5.googleusercontent.com/p/AF1QipMVh7DAJYGIEmj1crwSj_kfRGHlzu-hcxkr13Sa","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://mothercareschool.org/&size=48","https://search.google.com/local/reviews?placeid=ChIJ5XvXlilWmTkRRnyK3Qgnviw&q=Schools+in+lucknow&authuser=0&hl=en&gl=IN"," "," "," "," "," "," "," ","0ahUKEwjhgMmK5NKOAxXyfGwGHcOFHcEQ8BcI4QUoGA","Wheelchair-accessible car park | Wheelchair-accessible entrance",,,,,,
"704","Schools in lucknow","St.Johns school chowk Lucknow","VW76+4JJ  Tiraha Mandi  Tiraha Mandi Chowk  Chowk  opposite Immambada  Lucknow  Uttar Pradesh 226003","VW76+4JJ","Lucknow","226003","Tiraha Mandi  Tiraha Mandi Chowk  Chowk","Uttar Pradesh","IN","Asia/Calcutta","सेंट जॉन्स विद्यालचौक लखनऊ"," ",," "," ",,,"General education school"," ","No","0","0","open","Wednesday, 9 am-1 pm; Thursday, 9 am-1 pm; Friday, 9 am-1 pm; Saturday, 9 am-1 pm; Sunday, Closed; Monday, 9 am-1 pm; Tuesday, 9 am-5 pm; ","9 am-1 pm","Closed","9 am-1 pm","9 am-5 pm","9 am-1 pm","9 am-1 pm","9 am-1 pm","Lat 26.862829899999998","Lng 80.9115175","26.862829899999998,80.9115175","7MR2VW76+4JJ","ChIJmaDmMu_9mzkRrhaSeZaxE54"," ","https://www.google.com/maps/place/?q=place_id:ChIJmaDmMu_9mzkRrhaSeZaxE54","11390643142392944302","https://www.google.com/search?kgmid=/g/1tngnpl4","/g/1tngnpl4","https://lh5.googleusercontent.com/p/SXj5T0zo89VQT3R4lriCIA"," "," "," "," "," "," "," "," "," ","0ahUKEwjhgMmK5NKOAxXyfGwGHcOFHcEQ8BcIhwYoGQ","Wheelchair-accessible car park | Wheelchair-accessible entrance",,,,,,
"705","Schools in lucknow","The Pride And Joy Preschool Aliganj | Best Preschool in Aliganj lucknow | Best Playschools Near Aliganj Lucknow","No C-2 3 4  Sector E  Chandralok  nearby Purania Chauraha  Aliganj  Lucknow  Uttar Pradesh 226024","No C-2 3 4  Sector E  Chandralok","Lucknow","226024","nearby Purania Chauraha","Uttar Pradesh","IN","Asia/Calcutta","लिटिल मिलेनियम स्कूल","09198780750","091987 80750",,,"http://www.theprideandjoypreschool.com/","theprideandjoypreschool.com","Preschool","After school program","Yes","147","4.8","open","Wednesday, 8:30 am-3 pm; Thursday, 8:30 am-3 pm; Friday, 8:30 am-3 pm; Saturday, 8:30 am-3 pm; Sunday, Closed; Monday, 8:30 am-3 pm; Tuesday, 8:30 am-3 pm; ","8:30 am-3 pm","Closed","8:30 am-3 pm","8:30 am-3 pm","8:30 am-3 pm","8:30 am-3 pm","8:30 am-3 pm","Lat 26.8910464","Lng 80.9462599","26.8910464,80.9462599","7MR2VWRW+CG6","ChIJuwcyrtNXmTkR9wvEU5Ilnuo","https://www.instagram.com/theprideandjoypreschoolaliganj/","https://www.google.com/maps/place/?q=place_id:ChIJuwcyrtNXmTkR9wvEU5Ilnuo","16905991361596230647","https://www.google.com/search?kgmid=/g/1hc0v42j1","/g/1hc0v42j1","https://lh5.googleusercontent.com/p/AF1QipNPzRHo94CA3oCr5tkn81CB3fKIwfO0ir6A375M","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.theprideandjoypreschool.com/&size=48","https://search.google.com/local/reviews?placeid=ChIJuwcyrtNXmTkR9wvEU5Ilnuo&q=Schools+in+lucknow&authuser=0&hl=en&gl=IN"," "," "," ",,,"Pride and Joy Preschool in Lucknow offers a nurturing environment for Playgroup, Nursery, and    Kindergarten children. Enroll your child in one of Lucknow’s best preschools for early learning    and joyful growth.","Best preschool in aliganj lucknow, Best preschool in gomti nagar lucknow, Best preschool in aminabad lucknow, Best preschool in krishnanagar lucknow, Best preschool in jankipuram lucknow, Best preschool in indiranagar lucknow, Best preschool in gayatri puram lucknow","0ahUKEwiU7qmb5NKOAxUawjgGHY2hFWcQ8BcICygG","Wheelchair-accessible entrance","Affiliated with CBSE ",,,,,
"706","Schools in lucknow","Bal Vidya Mandir Senior Secondary School","Station Rd  opp. :Charbagh Railway Station  Cash and Pay Colony  Charbagh  Lucknow  Uttar Pradesh 226001","Station Rd","Lucknow","226001","opp. :Charbagh Railway Station","Uttar Pradesh","IN","Asia/Calcutta","बाल विद्या मंदिर सीनियर सेकेंडरी स्कूल","05224082383","0522 408 2383",,"bvmlko@rediffmail.com","http://www.balvidyamandirlucknow.org/","balvidyamandirlucknow.org","Higher secondary school","School","Yes","0","0","open","Wednesday, 9 am-5 pm; Thursday, 9 am-5 pm; Friday, 9 am-5 pm; Saturday, 9 am-5 pm; Sunday, Closed; Monday, 9 am-5 pm; Tuesday, 9 am-5 pm; ","9 am-5 pm","Closed","9 am-5 pm","9 am-5 pm","9 am-5 pm","9 am-5 pm","9 am-5 pm","Lat 26.8328229","Lng 80.9277019","26.8328229,80.9277019","7MR2RWMH+43G","ChIJO6k05TT8mzkRG8geg_1KImw"," ","https://www.google.com/maps/place/?q=place_id:ChIJO6k05TT8mzkRG8geg_1KImw","7791872757991393307","https://www.google.com/search?kgmid=/m/0wzr7g_","/m/0wzr7g_","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgICK-e7b7wE","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.balvidyamandirlucknow.org/&size=48"," ","https://www.facebook.com/bvmLucknow/"," "," ","https://www.instagram.com/bvmlucknowofficial/","https://www.youtube.com/watch?v=gnK5FIzA7dM",,,"0ahUKEwiU7qmb5NKOAxUawjgGHY2hFWcQ8BcINygH","Wheelchair-accessible car park | Wheelchair-accessible entrance","Affiliated with CBSE ",,,,,
"707","Schools in lucknow","Lucknow Public College","Vastu Khand Rd  opposite Kathauta Lake  Vinamra Khand  Gomti Nagar  Lucknow  Uttar Pradesh 226010","Vastu Khand Rd","Lucknow","226010","opposite Kathauta Lake","Uttar Pradesh","IN","Asia/Calcutta","लखनऊ पब्लिक स्कूल","08188034421","081880 34421","+9118001212155 | +917565800030","info@lpsc.co.in","https://www.lucknowpublicschoolsandcolleges.com/","lucknowpublicschoolsandcolleges.com","CBSE School","ICSE School","Yes","0","0","open","Wednesday, 8 am-2:30 pm; Thursday, 8 am-2:30 pm; Friday, 8 am-2:30 pm; Saturday, 8 am-2:30 pm; Sunday, Closed; Monday, 8 am-2:30 pm; Tuesday, 8 am-2:30 pm; ","8 am-2:30 pm","Closed","8 am-2:30 pm","8 am-2:30 pm","8 am-2:30 pm","8 am-2:30 pm","8 am-2:30 pm","Lat 26.861853","Lng 81.0303679","26.861853,81.0303679","7MR3V26J+P4X","ChIJl7cKau7imzkRdwBbV0fV36M"," ","https://www.google.com/maps/place/?q=place_id:ChIJl7cKau7imzkRdwBbV0fV36M","11808391250373705847","https://www.google.com/search?kgmid=/g/11g8t_6mhx","/g/11g8t_6mhx","https://lh5.googleusercontent.com/p/AF1QipMjSf-LfL0FIdtLczyCtyGRmSH6jqUDeWHNZcaD","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://www.lucknowpublicschoolsandcolleges.com/&size=48"," ","https://www.facebook.com/LucknowPublicSchool.official","https://www.linkedin.com/school/lpslpcofficial/mycompany/","https://twitter.com/LucknowPublic","https://www.instagram.com/lucknowpublicschool.official/","https://www.youtube.com/playlist?list=PLvw9ClJGhbQVV6OMQJ6M-A2k8xf9elQAR"," Lucknow Public School has grown ever since and today it has eleven schools, today it is known as Lucknow Public Schools and Colleges.","best school in india, education, school education, school education of UP, school education in india, school education video, school latest news, School Awards, school toppers","0ahUKEwiU7qmb5NKOAxUawjgGHY2hFWcQ8BcIXigI","Wheelchair-accessible car park","Affiliated with CBSE ",,,,,
"708","Schools in lucknow","Seth M. R. Jaipuria School","Vineet Khand  Gomti Nagar  Lucknow  Uttar Pradesh 226010","Vineet Khand  Gomti Nagar","Lucknow","226010","Lucknow  Uttar Pradesh 226010","Uttar Pradesh","IN","Asia/Calcutta","सेठ एम आर जयपुरिया स्कूल","05222726500","0522 272 6500",,"principal@jaipuria.com","http://school.jaipuria.ac.in/","school.jaipuria.ac.in","ICSE School","School","Yes","0","0","open","Wednesday, 8:30 am-2:30 pm; Thursday, 8:30 am-2:30 pm; Friday, 8:30 am-2:30 pm; Saturday, 8:30 am-2:30 pm; Sunday, Closed; Monday, 8:30 am-2:30 pm; Tuesday, 8:30 am-2:30 pm; ","8:30 am-2:30 pm","Closed","8:30 am-2:30 pm","8:30 am-2:30 pm","8:30 am-2:30 pm","8:30 am-2:30 pm","8:30 am-2:30 pm","Lat 26.8520732","Lng 81.0114627","26.8520732,81.0114627","7MR3V226+RHG","ChIJ3ROMeujimzkR7bb21tTef4w"," ","https://www.google.com/maps/place/?q=place_id:ChIJ3ROMeujimzkR7bb21tTef4w","10124055493073090285","https://www.google.com/search?kgmid=/m/0cfx3g","/m/0cfx3g","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgICsrb6oZQ","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://school.jaipuria.ac.in/&size=48"," ","https://www.facebook.com/SMRJS/","https://www.linkedin.com/company/seth-m-r-jaipuria-school-gomtinagar-lucknow"," ","https://instagram.com/smrjlucknow?utm_medium=copy_link","https://www.youtube.com/user/jaipuriaschool","Explore Seth M.R. Jaipuria School, Vineet Khand, Gomti Nagar – the best school in Lucknow with smart classrooms, co-curriculars, and 2025 admissions open.","Best school in Lucknow, Top schools in Lucknow, ICSE schools near Gomti Nagar, English medium school in Lucknow, Best school for kids in Gomti Nagar, Smart classrooms in schools, School with science and computer labs, Best co-curricular schools in Lucknow, Seth M.R. Jaipuria School Vineet Khand, school admission 2025 Lucknow","0ahUKEwiU7qmb5NKOAxUawjgGHY2hFWcQ8BcIhQEoCQ","Wheelchair-accessible car park | Wheelchair-accessible entrance","Affiliated with CISCE ",,,,,
"709","Schools in lucknow","Shivani Public School","Yojna Shaheed Path  कानपुर मार्ग  behind R.T.O Office  Sector O  Transport Nagar  Lucknow  Uttar Pradesh 226012","Yojna Shaheed Path","Lucknow","226012","कानपुर मार्ग","Uttar Pradesh","IN","Asia/Calcutta","शिवानी पब्लिक स्कूल","09559999158","095599 99158","+919559999158 | +919559999168 | +917388804881 | +917388805881 | +917317757522","principalspslko@gmail.com","https://spslucknow.in/","spslucknow.in","CBSE School"," ","Yes","0","0","open","Wednesday, 8 am-4 pm; Thursday, 8 am-4 pm; Friday, 8 am-4 pm; Saturday, 8 am-4 pm; Sunday, Closed; Monday, 8 am-4 pm; Tuesday, 8 am-4 pm; ","8 am-4 pm","Closed","8 am-4 pm","8 am-4 pm","8 am-4 pm","8 am-4 pm","8 am-4 pm","Lat 26.774269699999998","Lng 80.9010496","26.774269699999998,80.9010496","7MR2QWF2+PC3","ChIJ2-7aejX8mzkRZWQ-x0wpQl0"," ","https://www.google.com/maps/place/?q=place_id:ChIJ2-7aejX8mzkRZWQ-x0wpQl0","6719979003727209573","https://www.google.com/search?kgmid=/g/1hc61vxpn","/g/1hc61vxpn","https://lh5.googleusercontent.com/p/AF1QipN9u4zpXKg8XxDQIRWk8CsrmqW8b-n0QAlQAh65","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://spslucknow.in/&size=48"," ","https://www.facebook.com/ShivaniPublicSchool/"," "," ","https://www.instagram.com/shivanipublicschool/","https://www.youtube.com/channel/UCYV_AAxvileHU9In1yGKgSg","Best CBSE school Lucknow - We are passionate about offering children an exciting, stimulating and rich curriculum, based on real reasons for learning.",,"0ahUKEwiU7qmb5NKOAxUawjgGHY2hFWcQ8BcIqAEoCg","Wheelchair-accessible car park | Wheelchair-accessible entrance",,,,,,
"710","Schools in lucknow","City Modern Academy.","QVRG+2WW  Ashramwali Gali  near bapu  Hari Om Nagar  Manas Nagar  Krishna Nagar  Alambagh  Lucknow  Uttar Pradesh 226023","QVRG+2WW","Lucknow","226023","Ashramwali Gali","Uttar Pradesh","IN","Asia/Calcutta","सिटी मॉडर्न एकेडमी","09235895417","092358 95417","+917390842941","cmalko1607@gmail.com","https://citymodernacademy.com/","citymodernacademy.com","School"," ","No","372","3.2","open","Wednesday, 6 am-6 pm; Thursday, 6 am-6 pm; Friday, 6 am-6 pm; Saturday, 6 am-6 pm; Sunday, 6 am-6 pm; Monday, 6 am-6 pm; Tuesday, 6 am-6 pm; ","6 am-6 pm","6 am-6 pm","6 am-6 pm","6 am-6 pm","6 am-6 pm","6 am-6 pm","6 am-6 pm","Lat 26.790116599999998","Lng 80.8773274","26.790116599999998,80.8773274","7MR2QVRG+2WW","ChIJ9V16qLH-mzkRAwkYtJEgo3s"," ","https://www.google.com/maps/place/?q=place_id:ChIJ9V16qLH-mzkRAwkYtJEgo3s","8909000298032793859","https://www.google.com/search?kgmid=/g/11dz3rnyrc","/g/11dz3rnyrc","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgIDhh96TEA","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://citymodernacademy.com/&size=48","https://search.google.com/local/reviews?placeid=ChIJ9V16qLH-mzkRAwkYtJEgo3s&q=Schools+in+lucknow&authuser=0&hl=en&gl=IN"," "," "," ",,,,,"0ahUKEwiU7qmb5NKOAxUawjgGHY2hFWcQ8BcIzwEoCw","Wheelchair-accessible entrance","Affiliated with CBSE  | Affiliated with CISCE ",,,,,
"711","Schools in lucknow","Bright Career School","chowk  near bright career school  New Haiderganj  Balaganj  Lucknow  Uttar Pradesh 226003","chowk","Lucknow","226003","near bright career school","Uttar Pradesh","IN","Asia/Calcutta","ब्राइट करियर स्कूल, मल्ल्हापुर, लखनऊ","07985729959","079857 29959"," "," ",,,"School"," ","Yes","168","3.9","open","Wednesday, 8 am-2 pm; Thursday, 8 am-2 pm; Friday, 8 am-2 pm; Saturday, 8 am-2 pm; Sunday, Closed; Monday, 8 am-2 pm; Tuesday, 8 am-2 pm; ","8 am-2 pm","Closed","8 am-2 pm","8 am-2 pm","8 am-2 pm","8 am-2 pm","8 am-2 pm","Lat 26.8598479","Lng 80.869214","26.8598479,80.869214","7MR2VV59+WMP","ChIJEdUYZDn-mzkRoeZCU98W3H4"," ","https://www.google.com/maps/place/?q=place_id:ChIJEdUYZDn-mzkRoeZCU98W3H4","9141206492085675681","https://www.google.com/search?kgmid=/g/11b8szmkng","/g/11b8szmkng","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgIDM8I-dzwE"," ","https://search.google.com/local/reviews?placeid=ChIJEdUYZDn-mzkRoeZCU98W3H4&q=Schools+in+lucknow&authuser=0&hl=en&gl=IN"," "," "," "," "," "," "," ","0ahUKEwiU7qmb5NKOAxUawjgGHY2hFWcQ8BcI-gEoDA","Wheelchair-accessible car park | Wheelchair-accessible entrance","Affiliated with CBSE ",,,,,
"712","Schools in lucknow","Brightland School- Best CBSE School | English Medium School | Best School Near Me | Top 10 CBSE School in Lucknow","Navikot Nandana  Sitapur Road  BKT   (near chatta meel)  Lucknow  Uttar Pradesh 226201","Navikot Nandana  Sitapur Road  BKT ","Lucknow, Navi Kot Nandana","226201","Lucknow  Uttar Pradesh 226201","Uttar Pradesh","IN","Asia/Calcutta","ब्राइटलैंड स्कूल","09005009977","090050 09977",,,"http://www.brightlandlucknow.in/","brightlandlucknow.in","CBSE School","School","Yes","0","0","open","Wednesday, 8 am-2:30 pm; Thursday, 8 am-2:30 pm; Friday, 8 am-2:30 pm; Saturday, 8 am-2:30 pm; Sunday, Closed; Monday, 8 am-2:30 pm; Tuesday, 8 am-2:30 pm; ","8 am-2:30 pm","Closed","8 am-2:30 pm","8 am-2:30 pm","8 am-2:30 pm","8 am-2:30 pm","8 am-2:30 pm","Lat 26.9611517","Lng 80.9243469","26.9611517,80.9243469","7MR2XW6F+FP9","ChIJrdJ3RsZWmTkRpwUJSvUFTmo"," ","https://www.google.com/maps/place/?q=place_id:ChIJrdJ3RsZWmTkRpwUJSvUFTmo","7660066567271024039","https://www.google.com/search?kgmid=/g/11y76sx23","/g/11y76sx23","https://lh5.googleusercontent.com/p/AF1QipN7NkN56RCRrgaVRtR0BpfeiYoA0_QhJOD2-8Wp","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.brightlandlucknow.in/&size=48"," "," "," "," ",,,"Best in CBSE School in Lucknow, Uttar Pradesh - Brightland School is an English Medium coeducation school affiliated to CBSE up to (10 2) with Science & Commerce stream.","brightland school lucknow, brightland school in lucknow, schools in lucknow, school in lucknow, best school in lucknow, best schools in lucknow, best cbse schools in lucknow, lucknow best school , best schools lucknow, best school lucknow, best schools of lucknow, best cbse school in lucknow, cbse school in lucknow, cbse schools in lucknow","0ahUKEwiU7qmb5NKOAxUawjgGHY2hFWcQ8BcIowIoDQ","Wheelchair-accessible car park | Wheelchair-accessible entrance","Affiliated with CBSE  | Affiliated with CISCE ",,,,,
"713","Schools in lucknow","Junior Delhi School","Hasangarden Colony  Kamta  Lucknow  Uttar Pradesh 226028","Hasangarden Colony  Kamta","Lucknow","226028","Lucknow  Uttar Pradesh 226028","Uttar Pradesh","IN","Asia/Calcutta","जुनियर दिल्ली विद्यालय","09005717445","090057 17445"," "," ",,,"School","Coaching Center","Yes","53","4.9","open","Wednesday, 8 am-6 pm; Thursday, 8 am-6 pm; Friday, 8 am-6 pm; Saturday, 8 am-6 pm; Sunday, Closed; Monday, 8 am-6 pm; Tuesday, 8 am-6 pm; ","8 am-6 pm","Closed","8 am-6 pm","8 am-6 pm","8 am-6 pm","8 am-6 pm","8 am-6 pm","Lat 26.8770869","Lng 81.0258844","26.8770869,81.0258844","7MR3V2GG+R9J","ChIJN_NdCIbimzkRY6N-kT8gS38"," ","https://www.google.com/maps/place/?q=place_id:ChIJN_NdCIbimzkRY6N-kT8gS38","9172460523466171235","https://www.google.com/search?kgmid=/g/11ggs31b9k","/g/11ggs31b9k","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgIC0y_ecXw"," ","https://search.google.com/local/reviews?placeid=ChIJN_NdCIbimzkRY6N-kT8gS38&q=Schools+in+lucknow&authuser=0&hl=en&gl=IN"," "," "," "," "," "," "," ","0ahUKEwiU7qmb5NKOAxUawjgGHY2hFWcQ8BcIyAIoDg","Wheelchair-accessible car park | Wheelchair-accessible entrance",,,,"Identifies as women-owned",,
"714","Schools in lucknow","Lucknow Public School","Pocket B  Sahara States  Jankipuram  Lucknow  Uttar Pradesh 226021","Pocket B  Sahara States  Jankipuram","Lucknow","226021","Lucknow  Uttar Pradesh 226021","Uttar Pradesh","IN","Asia/Calcutta","लखनऊ पब्लिक स्कूल","09044031758","090440 31758",,,"https://jankipuram.lpsc.co.in/","jankipuram.lpsc.co.in","Public educational institution","School","Yes","0","0","open","Wednesday, Open 24 hours; Thursday, Open 24 hours; Friday, Open 24 hours; Saturday, Open 24 hours; Sunday, Closed; Monday, Open 24 hours; Tuesday, Open 24 hours; ","Open 24 hours","Closed","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Lat 26.914484599999998","Lng 80.950758","26.914484599999998,80.950758","7MR2WX72+Q8R","ChIJs-4ISaZXmTkRq_Z2CqRfqnI"," ","https://www.google.com/maps/place/?q=place_id:ChIJs-4ISaZXmTkRq_Z2CqRfqnI","8262521624519440043","https://www.google.com/search?kgmid=/m/0cp4m91","/m/0cp4m91","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgICmisfx_wE","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://jankipuram.lpsc.co.in/&size=48"," ","https://www.facebook.com/lucknowpublicschoolsandcollegeshttps://www.facebook.com/LucknowPublicSchool.official","https://www.linkedin.com/school/lpslpcofficial/mycompany/","https://twitter.com/home?lang=en","https://www.instagram.com/lucknowpublicschool.official/","https://www.youtube.com/watch?v=ZBahO3hQkGQ","Lucknow Public School, Jankipuram, Lucknow has teachers who are kind and helpful to improve students' academic abilities . We focus on all round development of a child.","lps jankipuram, best schools in jankipuram, lucknow public school jankipuram, admissions, Fees, Lucknow Public Schools in Lucknow","0ahUKEwiU7qmb5NKOAxUawjgGHY2hFWcQ8BcI7wIoDw","Wheelchair-accessible car park | Wheelchair-accessible entrance","Affiliated with CISCE ",,,,"Restroom",
"715","Schools in lucknow","Little Millenium Pre-School Lucknow (Indira Nagar)","A - 226  Block A  Indira Nagar  Lucknow  Uttar Pradesh 226016","A - 226","Lucknow","226016","Lucknow  Uttar Pradesh 226016","Uttar Pradesh","IN","Asia/Calcutta","लिटिल मिलेनियम प्री-स्कूल लखनऊ"," ",," "," ",,,"Preschool"," ","No","134","4.9","open","Wednesday, 8 am-2 pm; Thursday, 8 am-2 pm; Friday, 8 am-2 pm; Saturday, 8 am-2 pm; Sunday, Closed; Monday, 8 am-2 pm; Tuesday, 8 am-2 pm; ","8 am-2 pm","Closed","8 am-2 pm","8 am-2 pm","8 am-2 pm","8 am-2 pm","8 am-2 pm","Lat 26.8739214","Lng 80.9779843","26.8739214,80.9779843","7MR2VXFH+H59","ChIJx3gnkmb9mzkRJiBq-iUJ7FU"," ","https://www.google.com/maps/place/?q=place_id:ChIJx3gnkmb9mzkRJiBq-iUJ7FU","6191333646447288358","https://www.google.com/search?kgmid=/g/11fkpstxpv","/g/11fkpstxpv","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgIDs_PH24AE"," ","https://search.google.com/local/reviews?placeid=ChIJx3gnkmb9mzkRJiBq-iUJ7FU&q=Schools+in+lucknow&authuser=0&hl=en&gl=IN"," "," "," "," "," "," "," ","0ahUKEwiU7qmb5NKOAxUawjgGHY2hFWcQ8BcIkgMoEA","Wheelchair-accessible entrance",,,,,,
"716","Schools in lucknow","Army Public School nehru road","84  Nehru Rd  near Red Eagle Army School  Neil Lines  Cantonment  Lucknow  Uttar Pradesh 226002","84  Nehru Rd","Lucknow","226002","near Red Eagle Army School","Uttar Pradesh","IN","Asia/Calcutta","आर्मी पब्लिक स्कूल nehru road"," ",,"+915222482996",,"https://www.apsnrlucknow.org/","apsnrlucknow.org","CBSE School","Public educational institution","No","0","0","open","Wednesday, 9 am-5 pm; Thursday, 9 am-5 pm; Friday, 9 am-5 pm; Saturday, Closed; Sunday, Closed; Monday, 5 am-5 pm; Tuesday, 9 am-5 pm; ","Closed","Closed","5 am-5 pm","9 am-5 pm","9 am-5 pm","9 am-5 pm","9 am-5 pm","Lat 26.8164135","Lng 80.96148199999999","26.8164135,80.96148199999999","7MR2RX86+HH9","ChIJZ1zUUlr8mzkRszQcyVlc6bM"," ","https://www.google.com/maps/place/?q=place_id:ChIJZ1zUUlr8mzkRszQcyVlc6bM","12963994543058597043","https://www.google.com/search?kgmid=/g/1tffmrnk","/g/1tffmrnk","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgID4ibyObA","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://www.apsnrlucknow.org/&size=48"," ","https://www.facebook.com/groups/634714766697732/?ref=share"," "," ",,,,,"0ahUKEwiU7qmb5NKOAxUawjgGHY2hFWcQ8BcItQMoEQ","Wheelchair-accessible car park | Wheelchair-accessible entrance","Affiliated with CBSE ",,,,,
